% {"col_measures": ["predictive_accuracy", "runtime", "missclassification_rate", "predictive_accuracy_loss", "predictive_accuracy_loss_normalized"], "col_parameters": ["algorithm", "representation", "stopword_remover", "stemmer", "sparsity", "feature_selection"]}
@RELATION text_classification

@ATTRIBUTE algorithm {knn, ranger, JRip, svmLinear2, J48, nnet, lda, C5.0Tree}
@ATTRIBUTE representation {Td-idf, freq}
@ATTRIBUTE stopword_remover {none, default, smart}
@ATTRIBUTE stemmer {none, porter}
@ATTRIBUTE sparsity NUMERIC
@ATTRIBUTE feature_selection {none, '> 0'}
@ATTRIBUTE dataset {n1, n10, n11, n12, n13, n14, n15, n16, n17, n18, n19, n2, n20, n21, n22, n23, n3, n4, n5, n6, n7, n8, n9, o1, o10, o11, o12, o13, o14, o15, o16, o17, o18, o19, o2, o20, o21, o22, o3, o4, o5, o6, o7, o8, o9, r1, r2, r3, r4, r5}
@ATTRIBUTE predictive_accuracy NUMERIC
@ATTRIBUTE runtime NUMERIC
@ATTRIBUTE missclassification_rate NUMERIC
@ATTRIBUTE predictive_accuracy_loss NUMERIC
@ATTRIBUTE predictive_accuracy_loss_normalized NUMERIC

@DATA
JRip,freq,none,porter,0.98,none,n1,0.8894144159999999,47.6800000000013,0.11058558400000007,0.091403275,inf
svmLinear2,freq,none,porter,0.98,none,n1,0.9368007759999999,25.3900000000013,0.06319922400000011,0.044016915000000045,inf
J48,freq,none,porter,0.98,none,n1,0.891643795,36.4300000000013,0.10835620499999998,0.08917389599999992,inf
nnet,freq,none,porter,0.98,none,n1,0.938528137,42.4800000000013,0.06147186299999996,0.042289553999999896,inf
lda,freq,none,porter,0.98,none,n1,0.773679815,35.530000000001294,0.22632018499999995,0.2071378759999999,inf
C5.0Tree,freq,none,porter,0.98,none,n1,0.8922055809999999,28.0900000000013,0.10779441900000009,0.08861211000000002,inf
knn,freq,none,porter,0.98,'> 0',n1,0.8464905690000001,26.0599999999985,0.15350943099999992,0.13432712199999985,inf
ranger,freq,none,porter,0.98,'> 0',n1,0.959381835,26.8299999999985,0.04061816500000004,0.021435855999999975,inf
JRip,freq,none,porter,0.98,'> 0',n1,0.908587845,28.1899999999985,0.091412155,0.07222984599999993,inf
svmLinear2,freq,none,porter,0.98,'> 0',n1,0.9458326979999999,22.5599999999985,0.054167302000000084,0.03498499300000002,inf
J48,freq,none,porter,0.98,'> 0',n1,0.91478281,24.5099999999985,0.08521719000000005,0.06603488099999999,inf
nnet,freq,none,porter,0.98,'> 0',n1,0.936800753,23.7399999999985,0.06319924700000001,0.04401693799999995,inf
lda,freq,none,porter,0.98,'> 0',n1,0.87245126,22.4399999999985,0.12754874000000005,0.10836643099999999,inf
C5.0Tree,freq,none,porter,0.98,'> 0',n1,0.910823539,23.889999999998498,0.08917646099999998,0.06999415199999992,inf
knn,freq,default,none,0.99,none,n1,0.8741302409999999,80.5000000000006,0.12586975900000008,0.10668745000000002,inf
ranger,freq,default,none,0.99,none,n1,0.970662173,41.8900000000006,0.029337826999999983,0.010155517999999919,inf
JRip,freq,default,none,0.99,none,n1,0.8950526609999999,95.5000000000006,0.10494733900000008,0.08576503000000002,inf
svmLinear2,freq,default,none,0.99,none,n1,0.9452594329999999,32.5100000000006,0.05474056700000007,0.03555825800000001,inf
J48,freq,default,none,0.99,none,n1,0.9023775759999999,64.5200000000006,0.0976224240000001,0.07844011500000003,inf
nnet,freq,default,none,0.99,none,n1,0.961062133,66.8600000000006,0.038937867000000015,0.01975555799999995,inf
lda,freq,default,none,0.99,none,n1,0.7178589409999999,70.77000000000059,0.2821410590000001,0.26295875,inf
C5.0Tree,freq,default,none,0.99,none,n1,0.9006807440000001,34.9200000000006,0.09931925599999991,0.08013694699999985,inf
knn,freq,default,none,0.99,'> 0',n1,0.9057457459999999,37.0300000000004,0.09425425400000009,0.07507194500000003,inf
ranger,freq,default,none,0.99,'> 0',n1,0.965589527,34.1900000000004,0.034410473,0.015228163999999933,inf
JRip,freq,default,none,0.99,'> 0',n1,0.906344473,36.0500000000004,0.09365552700000002,0.07447321799999995,inf
svmLinear2,freq,default,none,0.99,'> 0',n1,0.951472238,27.5100000000004,0.048527761999999974,0.02934545299999991,inf
J48,freq,default,none,0.99,'> 0',n1,0.90578015,30.6900000000004,0.09421985,0.07503754099999993,inf
nnet,freq,default,none,0.99,'> 0',n1,0.958248083,29.3300000000004,0.04175191700000003,0.022569607999999963,inf
lda,freq,default,none,0.99,'> 0',n1,0.89502211,28.3500000000004,0.10497789000000002,0.08579558099999995,inf
C5.0Tree,freq,default,none,0.99,'> 0',n1,0.9001355320000001,29.3600000000004,0.09986446799999993,0.08068215899999986,inf
knn,freq,default,none,0.98,none,n1,0.871323857,37.8599999999981,0.12867614299999997,0.1094938339999999,inf
ranger,freq,default,none,0.98,none,n1,0.967840508,26.209999999998104,0.03215949200000001,0.012977182999999948,inf
JRip,freq,default,none,0.98,none,n1,0.89617242,41.7199999999981,0.10382758000000003,0.08464527099999997,inf
svmLinear2,freq,default,none,0.98,none,n1,0.93058926,17.2299999999981,0.06941074000000003,0.05022843099999996,inf
J48,freq,default,none,0.98,none,n1,0.900685834,25.1899999999981,0.09931416599999998,0.08013185699999992,inf
nnet,freq,default,none,0.98,none,n1,0.9362415209999999,28.339999999998103,0.06375847900000009,0.044576170000000026,inf
lda,freq,default,none,0.98,none,n1,0.811525994,21.109999999998102,0.18847400599999997,0.1692916969999999,inf
C5.0Tree,freq,default,none,0.98,none,n1,0.9006858390000001,19.5099999999981,0.0993141609999999,0.08013185199999984,inf
knn,freq,default,none,0.98,'> 0',n1,0.899535506,27.299999999998803,0.10046449400000002,0.08128218499999995,inf
ranger,freq,default,none,0.98,'> 0',n1,0.968409932,23.329999999998805,0.03159006799999997,0.012407758999999907,inf
JRip,freq,default,none,0.98,'> 0',n1,0.9034871390000001,28.339999999998803,0.0965128609999999,0.07733055199999983,inf
svmLinear2,freq,default,none,0.98,'> 0',n1,0.9413154429999999,16.7499999999988,0.05868455700000008,0.03950224800000002,inf
J48,freq,default,none,0.98,'> 0',n1,0.9052068790000001,20.8199999999988,0.09479312099999992,0.07561081199999986,inf
nnet,freq,default,none,0.98,'> 0',n1,0.953156314,17.7299999999988,0.046843685999999995,0.02766137699999993,inf
lda,freq,default,none,0.98,'> 0',n1,0.896173703,17.5999999999988,0.10382629700000001,0.08464398799999995,inf
C5.0Tree,freq,default,none,0.98,'> 0',n1,0.904074409,18.8399999999988,0.09592559099999998,0.07674328199999991,inf
knn,freq,default,porter,0.99,none,n1,0.867926379,80.94000000000041,0.13207362099999997,0.11289131199999991,inf
ranger,freq,default,porter,0.99,none,n1,0.970100393,44.8500000000004,0.02989960700000005,0.010717297999999986,inf
JRip,freq,default,porter,0.99,none,n1,0.90799422,94.8600000000004,0.09200578000000004,0.07282347099999997,inf
svmLinear2,freq,default,porter,0.99,none,n1,0.946957525,38.6300000000004,0.05304247500000003,0.03386016599999997,inf
J48,freq,default,porter,0.99,none,n1,0.8972896779999999,63.2900000000004,0.10271032200000008,0.08352801300000001,inf
nnet,freq,default,porter,0.99,none,n1,0.9356414540000001,64.4100000000004,0.0643585459999999,0.04517623699999984,inf
lda,freq,default,porter,0.99,none,n1,0.69023328,67.5700000000004,0.30976672000000005,0.290584411,inf
C5.0Tree,freq,default,porter,0.99,none,n1,0.903494805,39.3200000000004,0.09650519499999999,0.07732288599999992,inf
knn,freq,default,porter,0.99,'> 0',n1,0.9051826829999999,41.3500000000012,0.09481731700000007,0.075635008,inf
ranger,freq,default,porter,0.99,'> 0',n1,0.9650251990000001,38.410000000001205,0.034974800999999944,0.01579249199999988,inf
JRip,freq,default,porter,0.99,'> 0',n1,0.9113955,40.3600000000012,0.08860449999999997,0.06942219099999991,inf
svmLinear2,freq,default,porter,0.99,'> 0',n1,0.953741025,32.7700000000012,0.04625897499999998,0.027076665999999916,inf
J48,freq,default,porter,0.99,'> 0',n1,0.9215497229999999,35.7900000000012,0.07845027700000007,0.059267968000000004,inf
nnet,freq,default,porter,0.99,'> 0',n1,0.9537384940000001,34.0200000000012,0.0462615059999999,0.027079196999999833,inf
lda,freq,default,porter,0.99,'> 0',n1,0.897287125,33.3700000000012,0.10271287500000004,0.08353056599999997,inf
C5.0Tree,freq,default,porter,0.99,'> 0',n1,0.914770048,34.560000000001196,0.08522995200000005,0.06604764299999999,inf
knn,freq,default,porter,0.98,none,n1,0.876951934,46.3200000000022,0.12304806599999996,0.10386575699999989,inf
ranger,freq,default,porter,0.98,none,n1,0.9644557690000001,32.500000000002196,0.035544230999999926,0.016361921999999862,inf
JRip,freq,default,porter,0.98,none,n1,0.890529045,45.590000000002206,0.10947095500000004,0.09028864599999997,inf
svmLinear2,freq,default,porter,0.98,none,n1,0.93566064,24.920000000002197,0.06433935999999996,0.04515705099999989,inf
J48,freq,default,porter,0.98,none,n1,0.8961610040000001,33.4100000000022,0.1038389959999999,0.08465668699999984,inf
nnet,freq,default,porter,0.98,none,n1,0.9520251040000001,38.920000000002204,0.047974895999999934,0.02879258699999987,inf
lda,freq,default,porter,0.98,none,n1,0.7957029290000001,30.970000000002198,0.20429707099999994,0.18511476199999988,inf
C5.0Tree,freq,default,porter,0.98,none,n1,0.902931742,27.3900000000022,0.09706825799999996,0.0778859489999999,inf
knn,Td-idf,none,none,0.98,'> 0',n1,0.924947207,33.34,0.075052793,0.05587048399999994,inf
ranger,Td-idf,none,none,0.98,'> 0',n1,0.961634076,26.75,0.03836592400000005,0.019183614999999987,inf
JRip,Td-idf,none,none,0.98,'> 0',n1,0.858937741,31.74,0.14106225900000002,0.12187994999999996,inf
svmLinear2,Td-idf,none,none,0.98,'> 0',n1,0.96500228,19.85,0.03499772000000001,0.015815410999999946,inf
J48,Td-idf,none,none,0.98,'> 0',n1,0.871908545,24.99,0.12809145499999997,0.1089091459999999,inf
nnet,Td-idf,none,none,0.98,'> 0',n1,0.967269808,19.83,0.03273019200000005,0.013547882999999983,inf
lda,Td-idf,none,none,0.98,'> 0',n1,0.945264545,20.6,0.05473545499999999,0.035553145999999924,inf
C5.0Tree,Td-idf,none,none,0.98,'> 0',n1,0.8741709940000001,33.87,0.1258290059999999,0.10664669699999985,inf
knn,freq,default,porter,0.98,'> 0',n1,0.896160975,22.760000000000602,0.10383902499999997,0.08465671599999991,inf
ranger,freq,default,porter,0.98,'> 0',n1,0.96502138,27.3400000000006,0.03497861999999996,0.015796310999999896,inf
JRip,freq,default,porter,0.98,'> 0',n1,0.914229898,28.760000000000602,0.08577010200000001,0.06658779299999995,inf
svmLinear2,freq,default,porter,0.98,'> 0',n1,0.941888715,22.8000000000006,0.05811128499999996,0.03892897599999989,inf
J48,freq,default,porter,0.98,'> 0',n1,0.9142044429999999,24.2100000000006,0.08579555700000008,0.06661324800000001,inf
nnet,freq,default,porter,0.98,'> 0',n1,0.940760024,23.4800000000006,0.05923997599999997,0.04005766699999991,inf
lda,freq,default,porter,0.98,'> 0',n1,0.8831659759999999,22.9800000000006,0.11683402400000009,0.09765171500000003,inf
C5.0Tree,freq,default,porter,0.98,'> 0',n1,0.923812155,26.3900000000006,0.07618784499999998,0.05700553599999991,inf
knn,freq,smart,none,0.99,none,n1,0.885986387,70.8599999999956,0.11401361300000001,0.09483130399999995,inf
ranger,freq,smart,none,0.99,none,n1,0.972352633,44.909999999995605,0.027647367000000034,0.00846505799999997,inf
JRip,freq,smart,none,0.99,none,n1,0.899557142,87.5799999999956,0.10044285799999997,0.0812605489999999,inf
svmLinear2,freq,smart,none,0.99,none,n1,0.943007192,32.3499999999956,0.05699280799999995,0.037810498999999886,inf
J48,freq,smart,none,0.99,none,n1,0.906885917,55.049999999995606,0.09311408300000001,0.07393177399999995,inf
nnet,freq,smart,none,0.99,none,n1,0.953179267,52.369999999995606,0.046820733,0.02763842399999994,inf
lda,freq,smart,none,0.99,none,n1,0.647313212,63.2499999999956,0.352686788,0.3335044789999999,inf
C5.0Tree,freq,smart,none,0.99,none,n1,0.90858019,33.559999999995604,0.09141980999999999,0.07223750099999993,inf
knn,freq,smart,none,0.99,'> 0',n1,0.929463134,32.4899999999994,0.07053686599999998,0.05135455699999991,inf
ranger,freq,smart,none,0.99,'> 0',n1,0.970660902,33.0299999999994,0.029339098000000008,0.010156788999999944,inf
JRip,freq,smart,none,0.99,'> 0',n1,0.917608282,35.8799999999994,0.082391718,0.06320940899999994,inf
svmLinear2,freq,smart,none,0.99,'> 0',n1,0.952033995,26.0599999999994,0.047966005000000034,0.02878369599999997,inf
J48,freq,smart,none,0.99,'> 0',n1,0.9074591479999999,28.829999999999398,0.09254085200000006,0.073358543,inf
nnet,freq,smart,none,0.99,'> 0',n1,0.960509203,27.419999999999398,0.03949079700000002,0.020308487999999958,inf
lda,freq,smart,none,0.99,'> 0',n1,0.891087064,25.8199999999994,0.10891293599999996,0.0897306269999999,inf
C5.0Tree,freq,smart,none,0.99,'> 0',n1,0.909145795,28.169999999999398,0.09085420499999997,0.0716718959999999,inf
knn,freq,smart,none,0.98,none,n1,0.8831787209999999,33.37,0.11682127900000006,0.09763896999999999,inf
ranger,freq,smart,none,0.98,none,n1,0.968965352,25.75,0.031034647999999998,0.011852338999999934,inf
JRip,freq,smart,none,0.98,none,n1,0.8950653709999999,36.0,0.10493462900000006,0.08575231999999999,inf
svmLinear2,freq,smart,none,0.98,none,n1,0.9215598740000001,16.96,0.07844012599999994,0.05925781699999988,inf
J48,freq,smart,none,0.98,none,n1,0.906890995,22.44,0.09310900499999997,0.0739266959999999,inf
nnet,freq,smart,none,0.98,none,n1,0.9571041159999999,23.93,0.042895884000000106,0.023713575000000042,inf
lda,freq,smart,none,0.98,none,n1,0.8470663140000001,18.93,0.1529336859999999,0.13375137699999984,inf
C5.0Tree,freq,smart,none,0.98,none,n1,0.902940645,25.43,0.09705935499999996,0.0778770459999999,inf
knn,freq,smart,none,0.98,'> 0',n1,0.91590889,21.4699999999994,0.08409111000000002,0.06490880099999996,inf
ranger,freq,smart,none,0.98,'> 0',n1,0.968402283,23.3899999999994,0.031597717000000025,0.012415407999999961,inf
JRip,freq,smart,none,0.98,'> 0',n1,0.912531788,25.8099999999994,0.08746821199999999,0.06828590299999993,inf
svmLinear2,freq,smart,none,0.98,'> 0',n1,0.9435600470000001,16.5799999999994,0.05643995299999993,0.03725764399999987,inf
J48,freq,smart,none,0.98,'> 0',n1,0.90520689,18.649999999999398,0.09479311000000001,0.07561080099999995,inf
nnet,freq,smart,none,0.98,'> 0',n1,0.943574062,17.4399999999994,0.05642593799999995,0.03724362899999989,inf
lda,freq,smart,none,0.98,'> 0',n1,0.8865710859999999,17.1499999999994,0.1134289140000001,0.09424660500000004,inf
C5.0Tree,freq,smart,none,0.98,'> 0',n1,0.905769953,18.0599999999994,0.09423004700000004,0.07504773799999997,inf
knn,freq,smart,porter,0.99,none,n1,0.8803494070000001,73.9400000000012,0.11965059299999992,0.10046828399999985,inf
ranger,freq,smart,porter,0.99,none,n1,0.976305531,50.9400000000012,0.02369446900000005,0.004512159999999987,inf
JRip,freq,smart,porter,0.99,none,n1,0.910805642,86.6700000000012,0.08919435799999997,0.07001204899999991,inf
svmLinear2,freq,smart,porter,0.99,none,n1,0.945268364,38.5400000000012,0.05473163599999997,0.03554932699999991,inf
J48,freq,smart,porter,0.99,none,n1,0.910254075,57.2500000000012,0.089745925,0.07056361599999994,inf
nnet,freq,smart,porter,0.99,none,n1,0.966141128,61.0300000000012,0.03385887200000004,0.014676562999999976,inf
lda,freq,smart,porter,0.99,none,n1,0.605558805,64.0900000000012,0.39444119499999997,0.3752588859999999,inf
C5.0Tree,freq,smart,porter,0.99,none,n1,0.907436224,39.2600000000012,0.09256377599999999,0.07338146699999992,inf
knn,freq,smart,porter,0.99,'> 0',n1,0.927762465,37.6900000000012,0.07223753499999996,0.0530552259999999,inf
ranger,freq,smart,porter,0.99,'> 0',n1,0.967843045,37.9700000000012,0.03215695500000004,0.012974645999999979,inf
JRip,freq,smart,porter,0.99,'> 0',n1,0.9074540409999999,39.300000000001205,0.09254595900000007,0.07336365,inf
svmLinear2,freq,smart,porter,0.99,'> 0',n1,0.9469702640000001,31.800000000001198,0.05302973599999994,0.033847426999999874,inf
J48,freq,smart,porter,0.99,'> 0',n1,0.91759426,33.9700000000012,0.08240574,0.06322343099999994,inf
nnet,freq,smart,porter,0.99,'> 0',n1,0.959938532,33.4400000000012,0.04006146799999999,0.020879158999999925,inf
lda,freq,smart,porter,0.99,'> 0',n1,0.892777542,31.900000000001196,0.10722245799999996,0.0880401489999999,inf
C5.0Tree,freq,smart,porter,0.99,'> 0',n1,0.917033745,33.5900000000012,0.08296625499999999,0.06378394599999992,inf
knn,freq,smart,porter,0.98,none,n1,0.895587721,43.409999999997396,0.10441227900000005,0.08522996999999999,inf
ranger,freq,smart,porter,0.98,none,n1,0.969530957,34.3699999999974,0.030469042999999973,0.01128673399999991,inf
JRip,freq,smart,porter,0.98,none,n1,0.89783746,44.7599999999974,0.10216254000000002,0.08298023099999996,inf
svmLinear2,freq,smart,porter,0.98,none,n1,0.937365111,25.519999999997395,0.06263488900000003,0.04345257999999996,inf
J48,freq,smart,porter,0.98,none,n1,0.912517795,31.129999999997395,0.08748220500000004,0.06829989599999997,inf
nnet,freq,smart,porter,0.98,none,n1,0.9604913979999999,35.239999999997394,0.03950860200000006,0.020326292999999995,inf
lda,freq,smart,porter,0.98,none,n1,0.838035703,27.389999999997396,0.16196429700000003,0.14278198799999997,inf
C5.0Tree,freq,smart,porter,0.98,none,n1,0.909689753,26.749999999997396,0.09031024700000001,0.07112793799999995,inf
knn,freq,smart,porter,0.98,'> 0',n1,0.919305068,22.999999999998803,0.080694932,0.06151262299999993,inf
ranger,freq,smart,porter,0.98,'> 0',n1,0.965583161,28.919999999998804,0.03441683900000003,0.015234529999999968,inf
JRip,freq,smart,porter,0.98,'> 0',n1,0.906873178,28.289999999998802,0.093126822,0.07394451299999993,inf
svmLinear2,freq,smart,porter,0.98,'> 0',n1,0.941887409,23.8799999999988,0.05811259099999999,0.03893028199999993,inf
J48,freq,smart,porter,0.98,'> 0',n1,0.918726753,24.789999999998802,0.08127324700000005,0.062090937999999984,inf
nnet,freq,smart,porter,0.98,'> 0',n1,0.9209701140000001,24.459999999998804,0.07902988599999994,0.059847576999999874,inf
lda,freq,smart,porter,0.98,'> 0',n1,0.87300538,24.009999999998804,0.12699461999999995,0.10781231099999988,inf
C5.0Tree,freq,smart,porter,0.98,'> 0',n1,0.915902529,24.979999999998803,0.08409747099999998,0.06491516199999992,inf
knn,Td-idf,none,porter,0.99,none,n1,0.8690601720000001,84.1699999999999,0.13093982799999992,0.11175751899999986,inf
ranger,Td-idf,none,porter,0.99,none,n1,0.965021363,43.779999999999895,0.034978637000000035,0.01579632799999997,inf
JRip,Td-idf,none,porter,0.99,none,n1,0.8786882429999999,95.8399999999999,0.12131175700000008,0.10212944800000001,inf
svmLinear2,Td-idf,none,porter,0.99,none,n1,0.9740367440000001,50.71999999999989,0.025963255999999935,0.006780946999999871,inf
J48,Td-idf,none,porter,0.99,none,n1,0.895031025,73.2799999999999,0.10496897500000002,0.08578666599999996,inf
nnet,Td-idf,none,porter,0.99,none,n1,0.9808176909999999,56.489999999999895,0.019182309000000064,0.0,?
lda,Td-idf,none,porter,0.99,none,n1,0.813413658,70.98999999999991,0.18658634200000002,0.16740403299999995,inf
C5.0Tree,Td-idf,none,porter,0.99,none,n1,0.896159699,82.5299999999999,0.10384030099999997,0.0846579919999999,inf
knn,Td-idf,none,porter,0.99,'> 0',n1,0.9305943729999999,48.2500000000003,0.06940562700000008,0.05022331800000002,inf
ranger,Td-idf,none,porter,0.99,'> 0',n1,0.95656143,42.090000000000295,0.043438569999999954,0.02425626099999989,inf
JRip,Td-idf,none,porter,0.99,'> 0',n1,0.8877214309999999,44.8600000000003,0.1122785690000001,0.09309626000000004,inf
svmLinear2,Td-idf,none,porter,0.99,'> 0',n1,0.962190784,35.2500000000003,0.03780921599999998,0.018626906999999915,inf
J48,Td-idf,none,porter,0.99,'> 0',n1,0.9113954879999999,40.0000000000003,0.08860451200000008,0.06942220300000002,inf
nnet,Td-idf,none,porter,0.99,'> 0',n1,0.970662185,34.830000000000304,0.02933781499999999,0.010155505999999925,inf
lda,Td-idf,none,porter,0.99,'> 0',n1,0.94978432,36.24000000000029,0.050215679999999985,0.03103337099999992,inf
C5.0Tree,Td-idf,none,porter,0.99,'> 0',n1,0.9097037509999999,48.4700000000003,0.0902962490000001,0.07111394000000004,inf
knn,Td-idf,none,porter,0.98,none,n1,0.865104732,49.25999999999971,0.13489526799999996,0.1157129589999999,inf
ranger,Td-idf,none,porter,0.98,none,n1,0.963888882,33.4399999999997,0.036111118,0.016928808999999934,inf
JRip,Td-idf,none,porter,0.98,none,n1,0.882072948,49.2099999999997,0.11792705199999998,0.09874474299999991,inf
svmLinear2,Td-idf,none,porter,0.98,none,n1,0.956542342,29.1199999999997,0.04345765800000001,0.024275348999999946,inf
J48,Td-idf,none,porter,0.98,none,n1,0.897288367,37.6099999999997,0.10271163299999997,0.0835293239999999,inf
nnet,Td-idf,none,porter,0.98,none,n1,0.967260893,29.249999999999698,0.032739107000000045,0.013556797999999981,inf
lda,Td-idf,none,porter,0.98,none,n1,0.875283093,33.1599999999997,0.12471690700000004,0.10553459799999998,inf
C5.0Tree,Td-idf,none,porter,0.98,none,n1,0.896722762,51.6699999999997,0.103277238,0.08409492899999993,inf
knn,Td-idf,none,porter,0.98,'> 0',n1,0.928910296,32.1300000000003,0.07108970400000003,0.05190739499999997,inf
ranger,Td-idf,none,porter,0.98,'> 0',n1,0.9593792870000001,29.8800000000003,0.04062071299999992,0.021438403999999855,inf
JRip,Td-idf,none,porter,0.98,'> 0',n1,0.866826985,32.080000000000304,0.133173015,0.11399070599999994,inf
svmLinear2,Td-idf,none,porter,0.98,'> 0',n1,0.9486492670000001,23.8300000000003,0.051350732999999926,0.03216842399999986,inf
J48,Td-idf,none,porter,0.98,'> 0',n1,0.901809429,26.8600000000003,0.09819057099999995,0.07900826199999988,inf
nnet,Td-idf,none,porter,0.98,'> 0',n1,0.854977504,22.6900000000003,0.14502249599999995,0.12584018699999988,inf
lda,Td-idf,none,porter,0.98,'> 0',n1,0.9486518209999999,23.7700000000003,0.051348179000000105,0.03216587000000004,inf
C5.0Tree,Td-idf,none,porter,0.98,'> 0',n1,0.902364843,33.6200000000003,0.09763515700000003,0.07845284799999996,inf
knn,Td-idf,default,none,0.99,none,n1,0.833507049,81.0499999999999,0.16649295099999994,0.14731064199999988,inf
ranger,Td-idf,default,none,0.99,none,n1,0.96727744,42.1799999999999,0.032722559999999956,0.013540250999999892,inf
JRip,Td-idf,default,none,0.99,none,n1,0.892227166,95.31999999999991,0.10777283400000004,0.08859052499999998,inf
svmLinear2,Td-idf,default,none,0.99,none,n1,0.965020115,44.309999999999896,0.034979885000000044,0.01579757599999998,inf
J48,Td-idf,default,none,0.99,none,n1,0.8707875429999999,69.22999999999989,0.12921245700000006,0.110030148,inf
nnet,Td-idf,default,none,0.99,none,n1,0.98081386,48.9399999999999,0.019186139999999963,3.8309999998986655e-06,inf
lda,Td-idf,default,none,0.99,none,n1,0.7959090240000001,71.01999999999991,0.20409097599999992,0.18490866699999986,inf
C5.0Tree,Td-idf,default,none,0.99,none,n1,0.871335302,78.7599999999999,0.12866469800000002,0.10948238899999996,inf
svmLinear2,Td-idf,none,none,0.99,none,n10,0.946315789,56.54,0.05368421099999998,0.01947368500000002,inf
knn,Td-idf,none,none,0.99,none,n10,0.813684211,116.6,0.186315789,0.15210526300000005,inf
J48,Td-idf,none,none,0.99,none,n10,0.8684210529999999,100.7,0.13157894700000006,0.0973684210000001,inf
lda,Td-idf,none,none,0.99,none,n10,0.8389473679999999,96.08,0.16105263200000008,0.12684210600000012,inf
JRip,Td-idf,none,none,0.99,none,n10,0.8773684209999999,115.51,0.1226315790000001,0.08842105300000014,inf
ranger,Td-idf,none,none,0.99,none,n10,0.961052632,50.88,0.03894736799999998,0.004736842000000019,inf
nnet,Td-idf,none,none,0.99,none,n10,0.951578947,76.33,0.04842105299999999,0.014210527000000028,inf
C5.0Tree,Td-idf,none,none,0.99,none,n10,0.8742105259999999,104.58,0.12578947400000007,0.0915789480000001,inf
svmLinear2,Td-idf,default,none,0.99,'> 0',n10,0.9352631579999999,33.0200000000003,0.06473684200000007,0.03052631600000011,inf
knn,Td-idf,default,none,0.99,'> 0',n10,0.903157895,40.0000000000003,0.09684210500000001,0.06263157900000005,inf
J48,Td-idf,default,none,0.99,'> 0',n10,0.885263158,35.260000000000296,0.114736842,0.08052631600000004,inf
lda,Td-idf,default,none,0.99,'> 0',n10,0.936842105,33.1000000000003,0.06315789500000002,0.028947369000000056,inf
JRip,Td-idf,default,none,0.99,'> 0',n10,0.903684211,42.5800000000003,0.09631578900000004,0.06210526300000008,inf
ranger,Td-idf,default,none,0.99,'> 0',n10,0.945789474,42.260000000000296,0.05421052599999998,0.020000000000000018,inf
nnet,Td-idf,default,none,0.99,'> 0',n10,0.951578947,35.3900000000003,0.04842105299999999,0.014210527000000028,inf
C5.0Tree,Td-idf,default,none,0.99,'> 0',n10,0.8836842109999999,42.85000000000029,0.11631578900000006,0.0821052630000001,inf
svmLinear2,Td-idf,default,none,0.98,none,n10,0.948947368,27.2,0.05105263199999999,0.016842106000000023,inf
knn,Td-idf,default,none,0.98,none,n10,0.831578947,51.96,0.168421053,0.13421052700000002,inf
J48,Td-idf,default,none,0.98,none,n10,0.879473684,34.12,0.12052631599999997,0.08631579,inf
lda,Td-idf,default,none,0.98,none,n10,0.8636842109999999,30.16,0.13631578900000008,0.10210526300000011,inf
JRip,Td-idf,default,none,0.98,none,n10,0.894736842,42.07,0.10526315799999997,0.071052632,inf
